Word,Stopwords,FREQcount,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,,,,,,Adjective
behinds,0,19,Noun,1,Noun,19,,,,,,Adjective
behn,0,1,Name,1,Name,1,,,,,,Adjective
behold,0,303,Verb,0.93,Verb.Interjection,281.22,,,,,,Adjective
beholden,0,31,Adjective,1,Adjective,31,,,,,,Adjective
beholder,0,15,Noun,1,Noun,15,,,,,,Adjective
beholding,0,6,Verb,1,Verb,6,,,,,,Adjective
beholds,0,3,Verb,1,Verb,3,,,,,,Adjective
behoove,0,15,Verb,1,Verb,15,,,,,,Adjective
behooved,0,2,Verb,0.5,Verb.Adjective,1.1,,,,,,Adjective
behooves,0,7,Verb,0.86,Verb.Noun,6.1,,,,,,Adjective
behove,0,2,Verb,1,Verb,2,,,,,,Adjective
behoved,0,1,Verb,1,Verb,1,,,,,,Adjective
behoves,0,2,Verb,1,Verb,2,,,,,,Adjective
beige,0,69,Adjective,0.93,Adjective.Noun,63.5,,,,,,Adjective
beiges,0,3,Noun,1,Noun,3,,,,,,Adjective
beignets,0,1,Noun,1,Noun,1,,,,,,Adjective
bein,0,324,Noun,0.93,Noun.Name,292.23,,,,,,Adjective
being,1,24781,Verb,0.92,Verb.Noun.Adverb,22881.1711.184,,,,,,Adjective
beings,0,599,Noun,1,Noun,603,,,,,,Adjective
beirut,0,70,Name,1,Name,70,,,,,,Adjective
bejesus,0,14,Noun,1,Noun,14,,,,,,Adjective
bejeweled,0,2,Adjective,1,Adjective,2,,,,,,Adjective
bel,0,60,Name,0.71,Name.Verb.Noun,42.11.6,,,,,,Adjective
bela,0,89,Name,0.69,Name.Noun,61.27,,,,,,Adjective
belabor,0,3,Noun,1,Noun,3,,,,,,Adjective
belaboring,0,1,Verb,1,Verb,1,,,,,,Adjective
belabour,0,2,Verb,1,Verb,2,,,,,,Adjective
belated,0,22,Adjective,1,Adjective,22,,,,,,Adjective
belay,0,33,Verb,0.88,Verb.Noun,28.4,,,,,,Adjective
belaying,0,3,Verb,0.67,Verb.Adjective,2.1,,,,,,Adjective
belch,0,37,Verb,0.54,Verb.Noun.Name,20.16.1,,,,,,Adjective
belched,0,3,Verb,1,Verb,3,,,,,,Adjective
belcher,0,11,Name,0.55,Name.Noun,6.5,,,,,,Adjective
belches,0,20,Verb,1,Verb,20,,,,,,Adjective
belching,0,16,Verb,0.94,Verb.Noun,15.1,,,,,,Adjective
beldame,0,2,Noun,1,Noun,1,,,,,,Adjective
beleaguered,0,11,Adjective,1,Adjective,11,,,,,,Adjective
beleve,0,1,Verb,1,Verb,2,,,,,,Adjective
belfast,0,43,Name,1,Name,43,,,,,,Adjective
belfries,0,2,Noun,1,Noun,2,,,,,,Adjective
belfry,0,13,Noun,1,Noun,13,,,,,,Adjective
belgian,0,48,Adjective,0.98,Adjective.Noun,46.1,,,,,,Adjective
belgians,0,8,Noun,1,Noun,8,,,,,,Adjective
belgium,0,65,Name,1,Name,65,,,,,,Adjective
belgrade,0,7,Name,1,Name,7,,,,,,Adjective
belial,0,3,Name,0.67,Name.Adjective,2.1,,,,,,Adjective
belie,0,9,Verb,1,Verb,9,,,,,,Adjective
belied,0,5,Verb,1,Verb,5,,,,,,Adjective
belief,0,388,Noun,1,Noun,388,,,,,,Adjective
beliefs,0,199,Noun,1,Noun,199,,,,,,Adjective
belies,0,2,Verb,1,Verb,2,,,,,,Adjective
believability,0,4,Noun,1,Noun,4,,,,,,Adjective
believable,0,72,Adjective,1,Adjective,71,,,,,,Adjective
believably,0,2,Adverb,1,Adverb,2,,,,,,Adjective
believe,0,31882,Verb,1,Verb,31859,,,,,,Adjective
believed,0,1788,Verb,1,Verb.Noun,1786.1,,,,,,Adjective
believer,0,174,Noun,1,Noun,174,,,,,,Adjective
believers,0,44,Noun,1,Noun,44,,,,,,Adjective
believes,0,885,Verb,1,Verb,884,,,,,,Adjective
believeth,0,54,Verb,1,Verb,54,,,,,,Adjective
believing,0,532,Verb,0.98,Verb.Adjective,521.1,,,,,,Adjective
belike,0,7,Adjective,1,Adjective,7,,,,,,Adjective
belittle,0,37,Verb,1,Verb,38,,,,,,Adjective
belittled,0,7,Verb,1,Verb,7,,,,,,Adjective
belittles,0,3,Verb,1,Verb,3,,,,,,Adjective
belittling,0,16,Verb,0.94,Verb.Adjective,16.1,,,,,,Adjective
belive,0,11,Verb,1,Verb,11,,,,,,Adjective
bell,0,2006,Noun,0.7,Noun.Name,1406.599,,,,,,Adjective
belladonna,0,11,Noun,1,Noun,11,,,,,,Adjective
bellarmine,0,18,Name,0.83,Name.Verb.Noun,15.2.1,,,,,,Adjective
bellboy,0,63,Noun,0.78,Noun.Name,49.14,,,,,,Adjective
bellboys,0,13,Noun,1,Noun,13,,,,,,Adjective
belle,0,413,Name,0.76,Name.Noun.Unclassified,312.56.44,,,,,,Adjective
belled,0,1,Verb,1,Verb,1,,,,,,Adjective
belles,0,8,Noun,0.75,Noun.Name,6.2,,,,,,Adjective
bellevue,0,60,Name,0.77,Name.Verb.Noun,46.7.7,,,,,,Adjective
bellflower,0,3,Name,0.67,Name.Noun,2.1,,,,,,Adjective
bellhop,0,34,Noun,0.82,Noun.Verb.Name,28.3.3,,,,,,Adjective
bellhops,0,8,Noun,1,Noun,8,,,,,,Adjective
belli,0,26,Name,0.77,Name.Noun,20.6,,,,,,Adjective
bellicose,0,4,Adjective,1,Adjective,4,,,,,,Adjective
bellied,0,5,Adjective,0.6,Adjective.Verb,3.2,,,,,,Adjective
bellies,0,87,Noun,1,Noun,87,,,,,,Adjective
belligerence,0,1,Noun,1,Noun,1,,,,,,Adjective
belligerency,0,3,Noun,1,Noun,3,,,,,,Adjective
belligerent,0,33,Adjective,1,Adjective,33,,,,,,Adjective
belligerently,0,1,Adverb,1,Adverb,1,,,,,,Adjective
belligerents,0,1,Noun,1,Noun,1,,,,,,Adjective
belling,0,15,Name,0.93,Name.Verb,14.1,,,,,,Adjective
bellman,0,55,Noun,0.95,Noun.Name,52.3,,,,,,Adjective
bellmen,0,1,Noun,1,Noun,1,,,,,,Adjective
bello,0,21,Noun,0.6,Noun.Name,12.8,,,,,,Adjective
bellona,0,1,Name,1,Name,1,,,,,,Adjective
bellow,0,23,Verb,0.78,Verb.Noun.Name,18.3.2,,,,,,Adjective
bellowed,0,4,Verb,1,Verb,4,,,,,,Adjective
bellowing,0,17,Verb,0.71,Verb.Noun.Adjective,12.4.1,,,,,,Adjective
bellows,0,41,Noun,0.5,Noun.Name,20.2,,,,,,Adjective
bells,0,671,Noun,0.98,Noun.Name,656.13,,,,,,Adjective
bellware,0,3,Name,0.67,Name.Noun,2.1,,,,,,Adjective
bellwether,0,9,Name,1,Name,9,,,,,,Adjective
bellwood,0,8,Name,1,Name,8,,,,,,Adjective
belly,0,794,Noun,0.99,Noun.Verb.Name,789.5.1,,,,,,Adjective
bellyache,0,15,Noun,1,Noun,15,,,,,,Adjective
bellyaches,0,3,Noun,1,Noun,3,,,,,,Adjective
bellyaching,0,22,Verb,0.64,Verb.Noun,14.8,,,,,,Adjective
bellyband,0,2,Noun,1,Noun,2,,,,,,Adjective
bellybutton,0,33,Noun,1,Noun,33,,,,,,Adjective
bellybuttons,0,1,#N/A,#N/A,#N/A,#N/A,,,,,,Adjective
bellyful,0,30,Noun,1,Noun,30,,,,,,Adjective
bellying,0,2,Verb,1,Verb,2,,,,,,Adjective
belong,0,2263,Verb,1,Verb,2260,,,,,,Adjective
belonged,0,510,Verb,1,Verb,507,,,,,,Adjective
belonging,0,105,Verb,1,Verb,105,,,,,,Adjective
belongings,0,154,Noun,1,Noun,154,,,,,,Adjective
belongs,0,1423,Verb,1,Verb.Noun,1421.1,,,,,,Adjective
beloved,0,651,Adjective,0.98,Adjective.Noun,639.11,,,,,,Adjective
beloveds,0,1,Noun,1,Noun,1,,,,,,Adjective
below,0,1430,Adverb,0.61,Adverb.Preposition,868.562,,,,,,Adjective
belowdecks,0,2,Verb,0.5,Verb.Noun,1.1,,,,,,Adjective
belt,0,1242,Noun,0.97,Noun.Verb.Name,1210.28.4,,,,,,Adjective
beltane,0,7,Noun,0.71,Noun.Name,5.2,,,,,,Adjective
belted,0,26,Verb,1,Verb,26,,,,,,Adjective
belter,0,2,Noun,1,Noun,2,,,,,,Adjective
belting,0,5,Verb,1,Verb,5,,,,,,Adjective
beltless,0,2,Adjective,1,Adjective,2,,,,,,Adjective
beltline,0,1,Noun,1,Noun,1,,,,,,Adjective
belton,0,1,Name,1,Name,1,,,,,,Adjective
belts,0,254,Noun,0.99,Noun.Verb,251.3,,,,,,Adjective
beltway,0,13,Noun,0.92,Noun.Name,12.1,,,,,,Adjective
beluga,0,28,Noun,0.82,Noun.Name,23.5,,,,,,Adjective
belugas,0,1,Name,1,Name,1,,,,,,Adjective
belvedere,0,35,Name,1,Name,35,,,,,,Adjective
belying,0,2,Verb,1,Verb,2,,,,,,Adjective
bemete,0,1,Verb,1,Verb,1,,,,,,Adjective
bemoan,0,1,Verb,1,Verb,1,,,,,,Adjective
bemoaning,0,2,Verb,1,Verb,2,,,,,,Adjective
bemused,0,3,Adjective,1,Adjective,3,,,,,,Adjective
bemusement,0,2,Noun,1,Noun,2,,,,,,Adjective
ben,0,4994,Name,1,Name,4979,,,,,,Adjective
benadryl,0,24,Noun,0.79,Noun.Name,19.5,,,,,,Adjective
bench,0,493,Noun,1,Noun,493,,,,,,Adjective
benched,0,21,Verb,0.76,Verb.Adjective,16.5,,,,,,Adjective
benches,0,30,Noun,1,Noun,30,,,,,,Adjective
benching,0,4,Verb,1,Verb,4,,,,,,Adjective
benchmark,0,3,Noun,1,Noun,3,,,,,,Adjective
benchmarking,0,3,Noun,1,Noun,3,,,,,,Adjective
benchmarks,0,1,Noun,1,Noun,1,,,,,,Adjective
benchwarmer,0,10,Noun,1,Noun,10,,,,,,Adjective
bend,0,768,Verb,0.75,Verb.Noun,579.189,,,,,,Adjective
bended,0,12,Adjective,1,Adjective,12,,,,,,Adjective
bendel,0,4,Name,0.75,Name.Verb,3.1,,,,,,Adjective
bender,0,211,Name,0.54,Name.Noun,114.97,,,,,,Adjective
benders,0,17,Noun,0.88,Noun.Name,15.2,,,,,,Adjective
bending,0,122,Verb,0.95,Verb.Noun,117.6,,,,,,Adjective
bends,0,77,Verb,0.62,Verb.Noun,48.29,,,,,,Adjective
bendy,0,11,Adjective,1,Adjective,11,,,,,,Adjective
bene,0,41,Noun,0.54,Noun.Name,22.19,,,,,,Adjective
beneath,0,593,Preposition,0.96,Preposition.Adverb,567.25,,,,,,Adjective
benedicite,0,1,Noun,1,Noun,1,,,,,,Adjective
benedick,0,41,Name,0.59,Name.Noun.Verb,24.11.6,,,,,,Adjective
benedict,0,162,Name,0.98,Name.Noun.Verb,159.2.1,,,,,,Adjective
benedictine,0,8,Adjective,1,Adjective,8,,,,,,Adjective
benediction,0,13,Noun,1,Noun,12,,,,,,Adjective
benedictus,0,1,Adjective,1,Adjective,1,,,,,,Adjective
benefaction,0,1,Noun,1,Noun,1,,,,,,Adjective
benefactions,0,1,Noun,1,Noun,1,,,,,,Adjective
benefactor,0,86,Noun,1,Noun,86,,,,,,Adjective
benefactors,0,17,Noun,1,Noun,17,,,,,,Adjective
benefactory,0,2,Adjective,1,Adjective,2,,,,,,Adjective
benefactress,0,3,Noun,1,Noun,3,,,,,,Adjective
benefactresses,0,1,Noun,1,Noun,1,,,,,,Adjective
beneficence,0,1,Noun,1,Noun,1,,,,,,Adjective
beneficent,0,5,Adjective,1,Adjective,5,,,,,,Adjective
beneficial,0,40,Adjective,1,Adjective,40,,,,,,Adjective
beneficially,0,2,Adverb,1,Adverb,1,,,,,,Adjective
beneficiaries,0,17,Noun,1,Noun,17,,,,,,Adjective
beneficiary,0,69,Noun,1,Noun,69,,,,,,Adjective
benefit,0,732,Noun,0.76,Noun.Verb,552.179,,,,,,Adjective
benefited,0,20,Verb,1,Verb,20,,,,,,Adjective
benefiting,0,9,Verb,0.78,Verb.Adjective,7.2,,,,,,Adjective
benefits,0,379,Noun,1,Noun,379,,,,,,Adjective
benefitted,0,3,Verb,1,Verb,3,,,,,,Adjective
benes,0,22,Name,0.64,Name.Noun,14.8,,,,,,Adjective
benet,0,24,Name,0.83,Name.Noun,20.4,,,,,,Adjective
benevolence,0,21,Noun,1,Noun,21,,,,,,Adjective
benevolent,0,37,Adjective,1,Adjective,37,,,,,,Adjective
benevolently,0,1,Adverb,1,Adverb,1,,,,,,Adjective
beng,0,36,Verb,0.69,Verb.Name.Noun,25.9.2,,,,,,Adjective
bengal,0,14,Adjective,0.57,Adjective.Name,8.6,,,,,,Adjective
bengali,0,3,Name,0.67,Name.Adjective,2.1,,,,,,Adjective
bengaline,0,1,Noun,1,Noun,1,,,,,,Adjective
bengals,0,2,Name,1,Name,2,,,,,,Adjective
beni,0,3,Name,1,Name,3,,,,,,Adjective
benic,0,2,Adjective,1,Adjective,2,,,,,,Adjective
benighted,0,5,Adjective,1,Adjective,5,,,,,,Adjective
benign,0,58,Adjective,1,Adjective,58,,,,,,Adjective
benignly,0,2,Adverb,1,Adverb,2,,,,,,Adjective
benin,0,2,Name,1,Name,2,,,,,,Adjective
benison,0,1,Noun,1,Noun,1,,,,,,Adjective
benj,0,3,Name,1,Name,3,,,,,,Adjective
benjamin,0,487,Name,1,Name,487,,,,,,Adjective
benjamins,0,20,Name,0.95,Name.Noun,18.1,,,,,,Adjective
benjy,0,33,Name,0.53,Name.Noun.Adjective,17.12.3,,,,,,Adjective
benn,0,17,Name,1,Name,17,,,,,,Adjective
benne,0,1,Name,1,Name,1,,,,,,Adjective
bennet,0,31,Name,1,Name,31,,,,,,Adjective
bennies,0,7,Noun,1,Noun,7,,,,,,Adjective
benny,0,849,Name,0.74,Name.Noun.Adjective,624.192.29,,,,,,Adjective
beno,0,2,Name,1,Name,2,,,,,,Adjective
bens,0,8,Name,1,Name,9,,,,,,Adjective
bent,0,368,Verb,0.85,Verb.Adjective.Noun,315.52.2,,,,,,Adjective
benthic,0,14,Adjective,1,Adjective,14,,,,,,Adjective
bentwood,0,1,Noun,1,Noun,1,,,,,,Adjective
benumbs,0,1,Verb,1,Verb,1,,,,,,Adjective
benvenuto,0,4,Noun,0.75,Noun.Name,3.1,,,,,,Adjective
benzedrine,0,11,Name,0.45,Name.Noun.Adjective,5.4.2,,,,,,Adjective
benzene,0,22,Noun,0.8,Noun.Name,16.4,,,,,,Adjective
benzenes,0,2,Noun,1,Noun,2,,,,,,Adjective
benzidine,0,1,Verb,1,Verb,1,,,,,,Adjective
benzine,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Adjective
benzo,0,2,Noun,1,Noun,2,,,,,,Adjective
benzoate,0,1,Noun,1,Noun,1,,,,,,Adjective
benzophenone,0,2,Verb,0.5,Verb.Noun,1.1,,,,,,Adjective
beowulf,0,15,Name,1,Name,15,,,,,,Adjective
bepaint,0,1,Verb,1,Verb,1,,,,,,Adjective
bequeath,0,43,Verb,1,Verb,43,,,,,,Adjective
bequeathed,0,9,Verb,1,Verb,9,,,,,,Adjective
bequeathing,0,3,Verb,1,Verb,3,,,,,,Adjective
bequeaths,0,1,Verb,1,Verb,1,,,,,,Adjective
bequest,0,10,Noun,1,Noun,10,,,,,,Adjective
bequests,0,1,Noun,1,Noun,1,,,,,,Adjective
ber,0,6,Noun,1,Noun,15,,,,,,Adjective
berate,0,13,Verb,1,Verb,13,,,,,,Adjective
berated,0,8,Verb,1,Verb,8,,,,,,Adjective
berating,0,9,Verb,0.89,Verb.Noun,8.1,,,,,,Adjective
berber,0,7,Adjective,1,Adjective,7,,,,,,Adjective
berbers,0,2,Noun,1,Noun,2,,,,,,Adjective
bere,0,1,Noun,1,Noun,1,,,,,,Adjective
bereaved,0,23,Adjective,1,Adjective,23,,,,,,Adjective
bereavement,0,23,Noun,1,Noun,22,,,,,,Adjective
bereavements,0,1,Noun,1,Noun,1,,,,,,Adjective
bereaving,0,1,Verb,1,Verb,1,,,,,,Adjective
bereft,0,15,Adjective,1,Adjective,15,,,,,,Adjective
beret,0,48,Noun,1,Noun,47,,,,,,Adjective
berets,0,31,Noun,1,Noun,32,,,,,,Adjective
beretta,0,29,Name,0.54,Name.Noun,15.13,,,,,,Adjective
berettas,0,3,Name,1,Name,3,,,,,,Adjective
berg,0,79,Name,0.94,Name.Noun.Verb,73.4.1,,,,,,Adjective
bergamot,0,3,Verb,0.33,Verb.Noun.Name,1.1.1,,,,,,Adjective
berger,0,116,Name,0.98,Name.Noun,114.2,,,,,,Adjective
bergere,0,6,Noun,0.67,Noun.Name,4.2,,,,,,Adjective
bergeres,0,1,Name,1,Name,1,,,,,,Adjective
bergman,0,57,Name,0.54,Name.Noun,31.26,,,,,,Adjective
bergs,0,1,Noun,1,Noun,1,,,,,,Adjective
beriberi,0,6,Noun,1,Noun,6,,,,,,Adjective
bering,0,11,Name,1,Name,11,,,,,,Adjective
berk,0,23,Noun,0.83,Noun.Name,19.4,,,,,,Adjective
berkeley,0,193,Name,0.97,Name.Noun,188.5,,,,,,Adjective
berkelium,0,1,Noun,1,Noun,1,,,,,,Adjective
berkowitz,0,19,Name,0.89,Name.Verb.Noun,17.1.1,,,,,,Adjective
berkshire,0,21,Name,1,Name,21,,,,,,Adjective
berlin,0,685,Name,1,Name.Noun,682.1,,,,,,Adjective
berliner,0,2,Noun,1,Noun,2,,,,,,Adjective
berliners,0,3,Noun,1,Noun,3,,,,,,Adjective
berlins,0,2,Name,1,Name,1,,,,,,Adjective
berm,0,9,Noun,0.89,Noun.Name,8.1,,,,,,Adjective
berms,0,1,Noun,1,Noun,1,,,,,,Adjective
bermuda,0,177,Name,1,Name,177,,,,,,Adjective
bermudas,0,1,Name,1,Name,1,,,,,,Adjective
bernard,0,662,Name,1,Name.Noun,659.1,,,,,,Adjective
berne,0,2,Name,1,Name,2,,,,,,Adjective
berrendo,0,1,Name,1,Name,1,,,,,,Adjective
berretta,0,2,Noun,1,Noun,2,,,,,,Adjective
berries,0,158,Noun,0.97,Noun.Verb,154.4,,,,,,Adjective
berrigan,0,3,Name,1,Name,3,,,,,,Adjective
berry,0,178,Name,0.7,Name.Noun,124.54,,,,,,Adjective
berryman,0,4,Name,1,Name,4,,,,,,Adjective
berserk,0,70,Noun,0.88,Noun.Verb,61.8,,,,,,Adjective
berserker,0,10,Noun,0.7,Noun.Name,7.3,,,,,,Adjective
berth,0,40,Noun,0.95,Noun.Verb,38.2,,,,,,Adjective
bertha,0,157,Name,1,Name,140,,,,,,Adjective
berthed,0,2,Verb,1,Verb,2,,,,,,Adjective
berthing,0,3,Verb,0.67,Verb.Adjective,2.1,,,,,,Adjective
berths,0,7,Noun,1,Noun,7,,,,,,Adjective
bertin,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Adjective
bertram,0,48,Name,1,Name,48,,,,,,Adjective
berwick,0,2,Name,1,Name,2,,,,,,Adjective
beryl,0,23,Name,1,Name,23,,,,,,Adjective
beryllium,0,25,Noun,1,Noun,25,,,,,,Adjective
bes,0,4,Noun,0.6,Noun.Verb.Name,3.1.1,,,,,,Adjective
besant,0,3,Name,1,Name,3,,,,,,Adjective
bescreened,0,1,Verb,1,Verb,1,,,,,,Adjective
beseech,0,79,Verb,1,Verb,78,,,,,,Adjective
beseeching,0,2,Verb,1,Verb,2,,,,,,Adjective
beset,0,14,Verb,1,Verb,14,,,,,,Adjective
besetting,0,1,Adjective,1,Adjective,1,,,,,,Adjective
beshrew,0,5,Verb,1,Verb,5,,,,,,Adjective
beside,0,774,Preposition,0.98,Preposition.Adverb,763.17,,,,,,Adjective
besides,0,4328,Adverb,0.81,Adverb.Preposition,3503.827,,,,,,Adjective
besiege,0,14,Verb,0.69,Verb.Noun,9.4,,,,,,Adjective
besieged,0,13,Verb,0.77,Verb.Adjective,10.3,,,,,,Adjective
besieges,0,2,Verb,0.5,Verb.Noun,1.1,,,,,,Adjective
besmeared,0,1,Verb,1,Verb,1,,,,,,Adjective
besmirch,0,15,Verb,0.93,Verb.Noun,14.1,,,,,,Adjective
besmirched,0,2,Verb,1,Verb,2,,,,,,Adjective
besmirching,0,1,Verb,1,Verb,1,,,,,,Adjective
besoin,0,6,Noun,1,Noun,6,,,,,,Adjective
besotted,0,4,Verb,0.75,Verb.Name,3.1,,,,,,Adjective
bespattered,0,1,Verb,1,Verb,1,,,,,,Adjective
bespeak,0,7,Verb,1,Verb,7,,,,,,Adjective
bespeaking,0,1,Verb,1,Verb,1,,,,,,Adjective
bespeaks,0,2,Verb,0.5,Verb.Noun,1.1,,,,,,Adjective
bespeckled,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bespectacled,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bespin,0,1,Noun,1,Noun,1,,,,,,Adjective
bespoke,0,3,Verb,0.5,Verb.Noun,1.1,,,,,,Adjective
bess,0,58,Name,1,Name,58,,,,,,Adjective
best,0,20623,Adjective,0.83,Adjective.Adverb.Verb.Name,17069.3327.212.1,,,,,,Adjective
bestead,0,1,Noun,1,Noun,1,,,,,,Adjective
bested,0,26,Verb,1,Verb,26,,,,,,Adjective
bester,0,1,Name,1,Name,1,,,,,,Adjective
bestial,0,7,Adjective,1,Adjective,7,,,,,,Adjective
bestiality,0,18,Noun,1,Noun,18,,,,,,Adjective
bestow,0,56,Verb,1,Verb,56,,,,,,Adjective
bestowed,0,46,Verb,1,Verb,46,,,,,,Adjective
bestowing,0,6,Verb,1,Verb,6,,,,,,Adjective
bestowment,0,1,Noun,1,Noun,1,,,,,,Adjective
bestows,0,4,Verb,1,Verb,4,,,,,,Adjective
bestride,0,1,Noun,1,Noun,1,,,,,,Adjective
bestrides,0,2,Verb,1,Verb,2,,,,,,Adjective
bestriding,0,1,Verb,1,Verb,1,,,,,,Adjective
bests,0,6,Verb,0.83,Verb.Name,5.1,,,,,,Adjective
bestseller,0,35,Noun,1,Noun,35,,,,,,Adjective
bestsellers,0,4,Noun,1,Noun,4,,,,,,Adjective
bestselling,0,4,Adjective,1,Adjective,4,,,,,,Adjective
bet,0,8763,Verb,0.85,Verb.Noun,7465.129,,,,,,Adjective
beta,0,175,Noun,1,Noun,175,,,,,,Adjective
betake,0,1,Verb,1,Verb,1,,,,,,Adjective
betas,0,3,Noun,1,Noun,3,,,,,,Adjective
betcha,0,186,Noun,0.96,Noun.Name,178.7,,,,,,Adjective
bete,0,1,Noun,1,Noun,1,,,,,,Adjective
betel,0,1,Verb,1,Verb,1,,,,,,Adjective
betelgeuse,0,11,Verb,0.36,Verb.Name.Noun,4.4.3,,,,,,Adjective
beth,0,813,Name,1,Name.Noun,806.1,,,,,,Adjective
bethel,0,8,Name,0.75,Name.Verb,6.2,,,,,,Adjective
bethesda,0,40,Name,1,Name,40,,,,,,Adjective
bethink,0,4,Verb,1,Verb,4,,,,,,Adjective
bethlehem,0,85,Name,1,Name,85,,,,,,Adjective
betide,0,9,Verb,1,Verb,9,,,,,,Adjective
betides,0,1,Verb,1,Verb,1,,,,,,Adjective
betimes,0,1,Noun,1,Noun,1,,,,,,Adjective
betoken,0,4,Verb,1,Verb,4,,,,,,Adjective
betokened,0,2,Verb,1,Verb,2,,,,,,Adjective
betokens,0,1,Verb,1,Verb,1,,,,,,Adjective
beton,0,1,Name,1,Name,1,,,,,,Adjective
betray,0,466,Verb,1,Verb,465,,,,,,Adjective
betrayal,0,216,Noun,1,Noun,217,,,,,,Adjective
betrayals,0,9,Noun,1,Noun,9,,,,,,Adjective
betrayed,0,590,Verb,0.93,Verb.Adjective,545.43,,,,,,Adjective
betrayer,0,19,Noun,1,Noun,19,,,,,,Adjective
betrayers,0,4,Noun,1,Noun,4,,,,,,Adjective
betraying,0,101,Verb,1,Verb,101,,,,,,Adjective
betrays,0,38,Verb,1,Verb,38,,,,,,Adjective
betroth,0,2,Noun,1,Noun,2,,,,,,Adjective
betrothal,0,11,Noun,1,Noun,11,,,,,,Adjective
betrothed,0,56,Verb,0.49,Verb.Adjective.Name,29.26.4,,,,,,Adjective
bets,0,537,Noun,0.87,Noun.Verb,472.68,,,,,,Adjective
betta,0,2,Noun,1,Noun,2,,,,,,Adjective
betted,0,1,Verb,1,Verb,1,,,,,,Adjective
better,0,40494,Adverb,0.65,Adverb.Adjective.Verb.Noun,26185.13583.500.151,,,,,,Adjective
bettered,0,3,Verb,1,Verb,3,,,,,,Adjective
bettering,0,4,Verb,1,Verb,4,,,,,,Adjective
betterment,0,13,Noun,1,Noun,13,,,,,,Adjective
betters,0,21,Noun,0.9,Noun.Verb,19.2,,,,,,Adjective
betties,0,4,Name,1,Name,4,,,,,,Adjective
betting,0,430,Verb,0.73,Verb.Noun.Adjective,315.95.19,,,,,,Adjective
bettor,0,26,Noun,0.96,Noun.Name,25.1,,,,,,Adjective
bettors,0,10,Noun,1,Noun,10,,,,,,Adjective
betty,0,1246,Name,0.99,Name.Noun.Adjective,1232.9.2,,,,,,Adjective
between,0,8932,Preposition,0.96,Preposition.Adverb.Adjective.Noun,8585.291.30.1,,,,,,Adjective
betweens,0,1,Noun,1,Noun,1,,,,,,Adjective
betwixt,0,12,Preposition,0.92,Preposition.Adverb,11.1,,,,,,Adjective
beulah,0,78,Name,0.72,Name.Interjection.Noun,56.16.6,,,,,,Adjective
beurre,0,3,Noun,1,Noun,3,,,,,,Adjective
bevel,0,4,Name,0.75,Name.Verb,3.1,,,,,,Adjective
beveled,0,3,Verb,0.67,Verb.Adjective,2.1,,,,,,Adjective
beveling,0,3,Noun,0.67,Noun.Verb,2.1,,,,,,Adjective
bevels,0,1,Noun,1,Noun,1,,,,,,Adjective
beverage,0,119,Noun,1,Noun,119,,,,,,Adjective
beverages,0,61,Noun,1,Noun,61,,,,,,Adjective
bevies,0,1,Noun,1,Noun,1,,,,,,Adjective
bevil,0,4,Noun,1,Noun,4,,,,,,Adjective
bevvy,0,1,Noun,1,Noun,1,,,,,,Adjective
bevy,0,10,Noun,1,Noun,10,,,,,,Adjective
beware,0,292,Verb,1,Verb,293,,,,,,Adjective
beweep,0,1,Verb,1,Verb,1,,,,,,Adjective
bewept,0,1,Verb,1,Verb,1,,,,,,Adjective
bewilder,0,2,Verb,1,Verb,2,,,,,,Adjective
bewildered,0,52,Adjective,0.98,Adjective.Verb,50.1,,,,,,Adjective
bewildering,0,11,Adjective,1,Adjective,11,,,,,,Adjective
bewilderment,0,4,Noun,1,Noun,4,,,,,,Adjective
bewilders,0,2,Verb,1,Verb,2,,,,,,Adjective
bewitch,0,6,Verb,0.83,Verb.Noun,5.1,,,,,,Adjective
bewitched,0,75,Adjective,0.48,Adjective.Verb.Name,36.35.4,,,,,,Adjective
bewitcher,0,1,Noun,1,Noun,1,,,,,,Adjective
bewitches,0,1,Verb,1,Verb,1,,,,,,Adjective
bewitching,0,15,Verb,0.8,Verb.Adjective,12.3,,,,,,Adjective
bewitchingly,0,1,Adverb,1,Adverb,1,,,,,,Adjective
bewitchment,0,2,Noun,1,Noun,2,,,,,,Adjective
bewitchments,0,1,Noun,1,Noun,1,,,,,,Adjective
bey,0,26,Name,1,Name,26,,,,,,Adjective
beyond,0,2200,Preposition,0.89,Preposition.Adverb.Noun,1951.223.23,,,,,,Adjective
beyonds,0,1,Noun,1,Noun,1,,,,,,Adjective
bezant,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bezants,0,3,Noun,1,Noun,2,,,,,,Adjective
bezel,0,1,Noun,1,Noun,1,,,,,,Adjective
bezels,0,1,Noun,1,Noun,1,,,,,,Adjective
bezique,0,3,Noun,1,Noun,3,,,,,,Adjective
bezoar,0,4,Noun,1,Noun,4,,,,,,Adjective
bf,0,6,Name,1,Name,6,,,,,,Adjective
bg,0,4,Name,0.67,Name.Noun,4.2,,,,,,Adjective
