Word,Stopwords,FREQcount,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,,,,,,Adjective
hemorrhages,0,8,Noun,1,Noun,8,,,,,,Noun
hemorrhagic,0,18,Adjective,1,Adjective,18,,,,,,Noun
hemorrhaging,0,69,Verb,0.59,Verb.Noun.Name,41.27.1,,,,,,Noun
hemorrhoid,0,18,Adjective,0.67,Adjective.Noun,12.6,,,,,,Noun
hemorrhoidal,0,2,Adjective,1,Adjective,2,,,,,,Noun
hemorrhoidectomy,0,3,Noun,1,Noun,3,,,,,,Noun
hemorrhoids,0,46,Noun,0.98,Noun.Name,45.1,,,,,,Noun
hemostasis,0,4,Noun,1,Noun,4,,,,,,Noun
hemostat,0,25,Verb,0.64,Verb.Noun,16.9,,,,,,Noun
hemostatic,0,2,Adjective,1,Adjective,2,,,,,,Noun
hemostats,0,3,Noun,1,Noun,3,,,,,,Noun
hemothorax,0,6,Noun,0.83,Noun.Verb,5.1,,,,,,Noun
hemotoxic,0,1,Adjective,1,Adjective,1,,,,,,Noun
hemp,0,17,Noun,1,Noun,16,,,,,,Noun
hems,0,6,Noun,1,Noun,6,,,,,,Noun
hen,0,163,Noun,0.94,Noun.Name,154.9,,,,,,Noun
hence,0,247,Adverb,1,Adverb,247,,,,,,Noun
henceforth,0,51,Adverb,1,Adverb,51,,,,,,Noun
henceforward,0,2,Adverb,1,Adverb,2,,,,,,Noun
henchman,0,17,Noun,1,Noun,16,,,,,,Noun
henchmen,0,23,Noun,0.91,Noun.Name,21.2,,,,,,Noun
hencoop,0,2,Noun,1,Noun,2,,,,,,Noun
hendy,0,1,Adjective,1,Adjective,1,,,,,,Noun
heng,0,78,Name,0.85,Name.Verb.Noun,66.11.1,,,,,,Noun
henhouse,0,20,Noun,1,Noun,20,,,,,,Noun
henhouses,0,1,Noun,1,Noun,1,,,,,,Noun
henna,0,11,Noun,1,Noun,11,,,,,,Noun
hennaed,0,1,Adjective,1,Adjective,1,,,,,,Noun
henny,0,20,Name,0.7,Name.Noun.Adjective,14.5.1,,,,,,Noun
henpeck,0,1,Verb,1,Verb,1,,,,,,Noun
henpecked,0,8,Verb,0.5,Verb.Adjective,4.4,,,,,,Noun
henpecks,0,1,Verb,1,Verb,1,,,,,,Noun
henry,0,3904,Name,1,Name.Noun,3816.12,,,,,,Noun
henrys,0,7,Name,1,Name,8,,,,,,Noun
hens,0,68,Noun,1,Noun,68,,,,,,Noun
heo,0,2,Noun,1,Noun,2,,,,,,Noun
hep,0,97,Verb,0.56,Verb.Noun.Name,54.35.8,,,,,,Noun
heparin,0,21,Noun,0.95,Noun.Name,20.1,,,,,,Noun
heparinize,0,1,Verb,1,Verb,1,,,,,,Noun
heparinized,0,1,Adjective,1,Adjective,1,,,,,,Noun
hepatectomy,0,1,Noun,1,Noun,1,,,,,,Noun
hepatic,0,10,Adjective,1,Adjective,10,,,,,,Noun
hepatitis,0,79,Noun,0.94,Noun.Name,74.5,,,,,,Noun
hepatorenal,0,1,Adjective,1,Adjective,1,,,,,,Noun
hepburn,0,73,Name,1,Name,73,,,,,,Noun
hepcat,0,5,Noun,1,Noun,5,,,,,,Noun
hepcats,0,3,Noun,1,Noun,3,,,,,,Noun
hephaestus,0,50,Name,0.55,Name.Noun.Adjective,27.16.6,,,,,,Noun
her,1,144627,Pronoun,1,Pronoun.Noun,143687.9,,,,,,Noun
hera,0,160,Name,1,Name,159,,,,,,Noun
herald,0,132,Noun,0.68,Noun.Name,88.42,,,,,,Noun
heralded,0,4,Verb,1,Verb,3,,,,,,Noun
heralding,0,1,Verb,1,Verb,1,,,,,,Noun
heraldry,0,1,Noun,1,Noun,1,,,,,,Noun
heralds,0,2,Noun,0.67,Noun.Name,2.1,,,,,,Noun
heraus,0,3,Unclassified,0.67,Unclassified.Noun,2.1,,,,,,Noun
herb,0,254,Noun,0.98,Noun.Name,247.5,,,,,,Noun
herba,0,1,Noun,1,Noun,1,,,,,,Noun
herbaceous,0,1,Adjective,1,Adjective,1,,,,,,Noun
herbal,0,82,Adjective,0.94,Adjective.Noun,77.5,,,,,,Noun
herbalist,0,6,Noun,0.83,Noun.Adjective,5.1,,,,,,Noun
herbalists,0,1,Noun,1,Noun,1,,,,,,Noun
herbals,0,1,Noun,1,Noun,1,,,,,,Noun
herbarium,0,1,Noun,1,Noun,1,,,,,,Noun
herbert,0,215,Name,1,Name,214,,,,,,Noun
herbicides,0,7,Noun,0.86,Noun.Name,6.1,,,,,,Noun
herbivore,0,6,Noun,0.83,Noun.Verb,5.1,,,,,,Noun
herbivores,0,8,Noun,1,Noun,8,,,,,,Noun
herbivorous,0,1,Adjective,1,Adjective,1,,,,,,Noun
herbless,0,1,Adjective,1,Adjective,1,,,,,,Noun
herbs,0,141,Noun,1,Noun,142,,,,,,Noun
herby,0,7,Name,0.71,Name.Noun,5.2,,,,,,Noun
herculean,0,7,Adjective,0.86,Adjective.Noun,6.1,,,,,,Noun
hercules,0,1285,Name,1,Name.Verb,1231.1,,,,,,Noun
herculeses,0,1,Noun,1,Noun,1,,,,,,Noun
herd,0,360,Noun,0.94,Noun.Verb,338.22,,,,,,Noun
herded,0,15,Verb,1,Verb,15,,,,,,Noun
herder,0,38,Name,0.71,Name.Noun,27.11,,,,,,Noun
herders,0,5,Noun,1,Noun,5,,,,,,Noun
herding,0,17,Verb,0.82,Verb.Noun,14.3,,,,,,Noun
herds,0,40,Noun,1,Noun,40,,,,,,Noun
herdsman,0,1,Noun,1,Noun,1,,,,,,Noun
here,0,230788,Adverb,1,Adverb.Noun,230319.16,,,,,,Noun
hereabout,0,1,Adverb,1,Adverb,1,,,,,,Noun
hereabouts,0,23,Adverb,1,Adverb,23,,,,,,Noun
hereafter,0,69,Adverb,0.65,Adverb.Noun,45.24,,,,,,Noun
hereby,0,325,Adverb,1,Adverb,325,,,,,,Noun
hereditary,0,60,Adjective,1,Adjective,60,,,,,,Noun
heredity,0,13,Noun,1,Noun,13,,,,,,Noun
hereford,0,13,Name,1,Name,13,,,,,,Noun
herefords,0,4,Name,1,Name,4,,,,,,Noun
herefrom,0,1,Noun,1,Noun,1,,,,,,Noun
herein,0,21,Adverb,1,Adverb,20,,,,,,Noun
hereinafter,0,3,Adverb,1,Adverb,3,,,,,,Noun
heres,0,5,Noun,0.95,Noun.Name.Verb,107.5.1,,,,,,Noun
heresies,0,2,Noun,1,Noun,2,,,,,,Noun
heresy,0,51,Noun,1,Noun,51,,,,,,Noun
heretic,0,30,Noun,1,Noun,30,,,,,,Noun
heretical,0,9,Adjective,1,Adjective,9,,,,,,Noun
heretics,0,18,Noun,1,Noun,18,,,,,,Noun
hereto,0,6,Adverb,1,Adverb,6,,,,,,Noun
heretofore,0,12,Adverb,1,Adverb,12,,,,,,Noun
hereunder,0,1,Adverb,1,Adverb,1,,,,,,Noun
herewith,0,18,Adverb,1,Adverb,18,,,,,,Noun
heriot,0,3,Name,1,Name,3,,,,,,Noun
heritage,0,129,Noun,1,Noun,129,,,,,,Noun
heritages,0,1,Noun,1,Noun,1,,,,,,Noun
herl,0,2,Noun,1,Noun,2,,,,,,Noun
herm,0,20,Verb,0.5,Verb.Name.Noun,10.7.3,,,,,,Noun
herma,0,1,Name,1,Name,1,,,,,,Noun
herman,0,307,Name,1,Name,307,,,,,,Noun
hermandad,0,7,Name,1,Name,7,,,,,,Noun
hermaphrodite,0,15,Noun,1,Noun,15,,,,,,Noun
hermaphrodites,0,6,Noun,1,Noun,6,,,,,,Noun
hermaphroditic,0,3,Adjective,1,Adjective,3,,,,,,Noun
hermeneutical,0,1,Adjective,1,Adjective,1,,,,,,Noun
hermes,0,28,Name,1,Name,28,,,,,,Noun
hermetic,0,2,Adjective,1,Adjective,2,,,,,,Noun
hermetically,0,13,Adverb,1,Adverb,13,,,,,,Noun
hermit,0,60,Noun,0.95,Noun.Verb,57.3,,,,,,Noun
hermitage,0,11,Noun,1,Noun,11,,,,,,Noun
hermits,0,3,Noun,1,Noun,3,,,,,,Noun
hern,0,3,Verb,0.5,Verb.Name,1.1,,,,,,Noun
hernia,0,91,Noun,1,Noun,91,,,,,,Noun
hernias,0,14,Noun,1,Noun,14,,,,,,Noun
herniate,0,2,Verb,1,Verb,2,,,,,,Noun
herniated,0,9,Adjective,0.78,Adjective.Verb,7.2,,,,,,Noun
herniates,0,1,Verb,1,Verb,1,,,,,,Noun
herniation,0,4,Noun,1,Noun,4,,,,,,Noun
hero,0,2542,Noun,1,Noun.Name,2530.6,,,,,,Noun
heroes,0,655,Noun,1,Noun.Verb,653.2,,,,,,Noun
heroic,0,234,Adjective,1,Adjective,234,,,,,,Noun
heroically,0,14,Adverb,1,Adverb,14,,,,,,Noun
heroics,0,34,Noun,1,Noun,34,,,,,,Noun
heroin,0,501,Noun,0.99,Noun.Name,496.5,,,,,,Noun
heroine,0,74,Noun,1,Noun,74,,,,,,Noun
heroines,0,8,Noun,1,Noun,8,,,,,,Noun
heroism,0,56,Noun,1,Noun,56,,,,,,Noun
heron,0,14,Noun,1,Noun,14,,,,,,Noun
herons,0,2,Noun,1,Noun,2,,,,,,Noun
heros,0,8,Noun,1,Noun,12,,,,,,Noun
herp,0,1,Noun,1,Noun,1,,,,,,Noun
herpes,0,66,Noun,1,Noun,65,,,,,,Noun
herpetological,0,2,Adjective,1,Adjective,2,,,,,,Noun
herpetologist,0,2,Noun,1,Noun,2,,,,,,Noun
herpetologists,0,1,Noun,1,Noun,1,,,,,,Noun
herpetology,0,1,Noun,1,Noun,1,,,,,,Noun
herr,0,557,Noun,0.98,Noun.Name,546.11,,,,,,Noun
herrenvolk,0,1,Noun,1,Noun,1,,,,,,Noun
herring,0,152,Noun,0.95,Noun.Name,145.7,,,,,,Noun
herringbone,0,4,Noun,1,Noun,4,,,,,,Noun
herrings,0,10,Noun,1,Noun,10,,,,,,Noun
herry,0,6,Name,0.67,Name.Noun,4.2,,,,,,Noun
hers,0,802,Pronoun,1,Pronoun,802,,,,,,Noun
herschel,0,5,Name,0.8,Name.Verb,4.1,,,,,,Noun
herself,0,2675,Pronoun,1,Pronoun,2670,,,,,,Noun
hershey,0,66,Name,0.58,Name.Noun.Adjective,38.27.1,,,,,,Noun
hert,0,9,Verb,1,Verb,8,,,,,,Noun
hertfordshire,0,5,Name,1,Name,5,,,,,,Noun
hertz,0,32,Noun,1,Noun,32,,,,,,Noun
hes,0,59,#N/A,#N/A,#N/A,#N/A,,,,,,Noun
hesitance,0,1,Noun,1,Noun,1,,,,,,Noun
hesitancies,0,1,Noun,1,Noun,1,,,,,,Noun
hesitancy,0,2,Noun,1,Noun,2,,,,,,Noun
hesitant,0,21,Adjective,1,Adjective,21,,,,,,Noun
hesitantly,0,4,Adverb,1,Adverb,4,,,,,,Noun
hesitate,0,279,Verb,1,Verb,279,,,,,,Noun
hesitated,0,67,Verb,1,Verb,67,,,,,,Noun
hesitates,0,10,Verb,1,Verb,10,,,,,,Noun
hesitating,0,21,Verb,0.85,Verb.Noun,17.3,,,,,,Noun
hesitation,0,94,Noun,1,Noun,94,,,,,,Noun
hesitations,0,4,Noun,1,Noun,4,,,,,,Noun
hesperus,0,5,Noun,1,Noun,5,,,,,,Noun
hessian,0,10,Noun,1,Noun,10,,,,,,Noun
hessians,0,3,Noun,1,Noun,3,,,,,,Noun
het,0,17,Verb,0.53,Verb.Noun.Name,9.5.3,,,,,,Noun
hetero,0,20,Noun,0.95,Noun.Name,19.1,,,,,,Noun
heterodoxy,0,1,Noun,1,Noun,1,,,,,,Noun
heterogeneous,0,2,Adjective,1,Adjective,2,,,,,,Noun
heteros,0,2,Noun,1,Noun,2,,,,,,Noun
heterosexual,0,88,Adjective,0.99,Adjective.Name,87.1,,,,,,Noun
heterosexuality,0,11,Noun,1,Noun,11,,,,,,Noun
heterosexuals,0,9,Noun,0.88,Noun.Name,7.1,,,,,,Noun
heterosis,0,2,Noun,1,Noun,2,,,,,,Noun
heterotic,0,1,Adjective,1,Adjective,1,,,,,,Noun
heths,0,1,Name,1,Name,1,,,,,,Noun
hetter,0,1,Noun,1,Noun,1,,,,,,Noun
hew,0,8,Verb,1,Verb,8,,,,,,Noun
hewed,0,2,Verb,1,Verb,2,,,,,,Noun
hewgag,0,1,Noun,1,Noun,1,,,,,,Noun
hewing,0,1,Verb,1,Verb,1,,,,,,Noun
hewn,0,10,Adjective,1,Adjective,10,,,,,,Noun
hex,0,66,Noun,0.83,Noun.Verb.Name,55.6.5,,,,,,Noun
hexagon,0,4,Noun,0.5,Noun.Name,2.2,,,,,,Noun
hexagonal,0,5,Adjective,1,Adjective,5,,,,,,Noun
hexapod,0,1,Name,1,Name,1,,,,,,Noun
hexavalent,0,9,Adjective,1,Adjective,9,,,,,,Noun
hexed,0,4,Verb,0.5,Verb.Name.Adjective,2.1.1,,,,,,Noun
hexes,0,5,Noun,1,Noun,5,,,,,,Noun
hexing,0,2,Verb,0.5,Verb.Adjective,1.1,,,,,,Noun
hey,0,88079,Interjection,1,Interjection,87630,,,,,,Noun
heyday,0,8,Noun,1,Noun,8,,,,,,Noun
hezekiah,0,4,Name,1,Name,4,,,,,,Noun
hf,0,4,Noun,0.5,Noun.Name,2.2,,,,,,Noun
hg,0,53,Unclassified,0.96,Unclassified.Noun,50.2,,,,,,Noun
hi,0,28464,Interjection,1,Interjection.Adjective,28336.5,,,,,,Noun
hia,0,15,Name,0.6,Name.Noun,9.6,,,,,,Noun
hiatal,0,2,Adjective,1,Adjective,2,,,,,,Noun
hiatus,0,20,Noun,1,Noun,20,,,,,,Noun
hiawatha,0,7,Noun,0.5,Noun.Name,3.3,,,,,,Noun
hibachi,0,7,Noun,1,Noun,7,,,,,,Noun
hibachis,0,1,Noun,1,Noun,1,,,,,,Noun
hibernate,0,10,Verb,0.8,Verb.Noun,8.2,,,,,,Noun
hibernated,0,1,Verb,1,Verb,1,,,,,,Noun
hibernates,0,1,Noun,1,Noun,1,,,,,,Noun
hibernating,0,28,Verb,0.85,Verb.Adjective.Noun.Name,22.2.1.1,,,,,,Noun
hibernation,0,30,Noun,1,Noun,30,,,,,,Noun
hibernian,0,1,Adjective,1,Adjective,1,,,,,,Noun
hibiscus,0,5,Noun,1,Noun,5,,,,,,Noun
hic,0,8,Unclassified,0.5,Unclassified.Interjection,4.4,,,,,,Noun
hiccup,0,27,Noun,0.74,Noun.Verb,20.7,,,,,,Noun
hiccuped,0,1,Verb,1,Verb,1,,,,,,Noun
hiccuping,0,4,Verb,1,Verb,4,,,,,,Noun
hiccupped,0,3,Verb,1,Verb,3,,,,,,Noun
hiccupping,0,3,Verb,1,Verb,3,,,,,,Noun
hiccups,0,65,Noun,0.94,Noun.Verb,61.4,,,,,,Noun
hick,0,102,Noun,0.86,Noun.Name.Verb,88.8.6,,,,,,Noun
hickey,0,70,Noun,0.5,Noun.Name.Adjective,35.34.1,,,,,,Noun
hickeys,0,17,Noun,0.94,Noun.Name,16.1,,,,,,Noun
hickies,0,3,Noun,1,Noun,3,,,,,,Noun
hickory,0,69,Noun,0.97,Noun.Name,67.2,,,,,,Noun
hicks,0,227,Name,0.87,Name.Noun.Verb,193.22.6,,,,,,Noun
hicky,0,1,Adjective,1,Adjective,1,,,,,,Noun
hid,0,596,Verb,1,Verb,597,,,,,,Noun
hidalgo,0,16,Noun,0.63,Noun.Name,10.6,,,,,,Noun
hidalgos,0,1,Noun,1,Noun,1,,,,,,Noun
hidden,0,1085,Verb,0.67,Verb.Adjective.Name,725.333.25,,,,,,Noun
hide,0,3554,Verb,0.95,Verb.Noun.Name,3367.178.1,,,,,,Noun
hideaway,0,52,Noun,1,Noun,52,,,,,,Noun
hideaways,0,1,Noun,1,Noun,1,,,,,,Noun
hidebound,0,3,Adjective,1,Adjective,3,,,,,,Noun
hideous,0,274,Adjective,1,Adjective,273,,,,,,Noun
hideously,0,30,Adverb,1,Adverb,30,,,,,,Noun
hideousness,0,4,Noun,1,Noun,4,,,,,,Noun
hideout,0,80,Noun,0.98,Noun.Verb,78.2,,,,,,Noun
hideouts,0,6,Noun,1,Noun,6,,,,,,Noun
hiders,0,1,Noun,1,Noun,1,,,,,,Noun
hides,0,191,Verb,0.69,Verb.Noun,131.6,,,,,,Noun
hiding,0,2207,Verb,0.94,Verb.Noun.Adjective,2074.120.12,,,,,,Noun
hie,0,7,Verb,1,Verb,7,,,,,,Noun
hierarch,0,4,Verb,0.75,Verb.Name,3.1,,,,,,Noun
hierarchical,0,5,Adjective,1,Adjective,5,,,,,,Noun
hierarchies,0,2,Noun,1,Noun,2,,,,,,Noun
hierarchy,0,32,Noun,1,Noun,32,,,,,,Noun
hieratic,0,3,Adjective,1,Adjective,3,,,,,,Noun
hieroglyph,0,1,Noun,1,Noun,1,,,,,,Noun
hieroglyphic,0,7,Adjective,1,Adjective,7,,,,,,Noun
hieroglyphics,0,22,Noun,1,Noun,22,,,,,,Noun
hieroglyphs,0,9,Noun,1,Noun,9,,,,,,Noun
higgle,0,1,Verb,1,Verb,1,,,,,,Noun
high,0,9945,Adjective,0.93,Adjective.Adverb.Noun.Name,9277.643.7.5,,,,,,Noun
highball,0,34,Noun,1,Noun,34,,,,,,Noun
highballing,0,1,Verb,1,Verb,1,,,,,,Noun
highballs,0,8,Noun,1,Noun,8,,,,,,Noun
highborn,0,5,Adjective,0.8,Adjective.Name,4.1,,,,,,Noun
highboy,0,4,Noun,1,Noun,4,,,,,,Noun
highbrow,0,17,Adjective,1,Adjective,17,,,,,,Noun
highchair,0,8,Noun,0.75,Noun.Verb,6.2,,,,,,Noun
highchairs,0,1,Noun,1,Noun,1,,,,,,Noun
higher,0,1420,Adjective,0.89,Adjective.Adverb,1264.153,,,,,,Noun
highest,0,646,Adjective,0.98,Adjective.Adverb,635.11,,,,,,Noun
highfalutin,0,14,Noun,0.93,Noun.Name,13.1,,,,,,Noun
highflier,0,1,Noun,1,Noun,1,,,,,,Noun
highhanded,0,5,Adjective,0.6,Adjective.Verb,3.2,,,,,,Noun
highjack,0,1,Verb,1,Verb,1,,,,,,Noun
highjacked,0,1,Verb,1,Verb,1,,,,,,Noun
highland,0,81,Noun,0.54,Noun.Name,44.37,,,,,,Noun
highlander,0,12,Noun,1,Noun,12,,,,,,Noun
highlanders,0,12,Noun,1,Noun,11,,,,,,Noun
highlands,0,47,Noun,0.5,Noun.Name,23.23,,,,,,Noun
highlife,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Noun
highlight,0,79,Noun,0.76,Noun.Verb,60.19,,,,,,Noun
highlighted,0,25,Verb,0.84,Verb.Adjective,21.4,,,,,,Noun
highlighter,0,6,Noun,1,Noun,6,,,,,,Noun
highlighters,0,4,Noun,1,Noun,4,,,,,,Noun
highlighting,0,12,Verb,0.92,Verb.Noun,11.1,,,,,,Noun
highlights,0,88,Noun,0.85,Noun.Verb.Name,75.12.1,,,,,,Noun
highline,0,14,Name,0.71,Name.Noun.Verb,10.3.1,,,,,,Noun
highly,0,1081,Adverb,1,Adverb,1079,,,,,,Noun
highness,0,807,Noun,1,Noun.Name,802.4,,,,,,Noun
highnesses,0,14,Noun,1,Noun,14,,,,,,Noun
highpockets,0,5,Name,0.6,Name.Noun,3.2,,,,,,Noun
highroad,0,1,Noun,1,Noun,1,,,,,,Noun
highroads,0,1,Noun,1,Noun,1,,,,,,Noun
highs,0,35,Noun,1,Noun,37,,,,,,Noun
highschool,0,9,Noun,0.67,Noun.Name.Verb,6.2.1,,,,,,Noun
hight,0,3,Verb,0.67,Verb.Noun,2.1,,,,,,Noun
hightail,0,25,Verb,1,Verb,25,,,,,,Noun
hightailed,0,11,Verb,1,Verb,11,,,,,,Noun
hightailing,0,7,Verb,1,Verb,7,,,,,,Noun
hightails,0,6,Verb,1,Verb,6,,,,,,Noun
hightop,0,5,Noun,0.8,Noun.Name,4.1,,,,,,Noun
highveld,0,1,Name,1,Name,1,,,,,,Noun
highway,0,911,Noun,0.99,Noun.Name,901.8,,,,,,Noun
highwayman,0,16,Noun,0.93,Noun.Name,14.1,,,,,,Noun
highwaymen,0,1,Noun,1,Noun,1,,,,,,Noun
highways,0,69,Noun,1,Noun,70,,,,,,Noun
hijack,0,79,Verb,0.53,Verb.Noun,42.37,,,,,,Noun
hijacked,0,110,Verb,0.87,Verb.Adjective.Name,95.12.2,,,,,,Noun
hijacker,0,26,Noun,1,Noun,26,,,,,,Noun
hijackers,0,41,Noun,1,Noun,41,,,,,,Noun
hijacking,0,73,Verb,0.53,Verb.Noun.Adjective,39.32.2,,,,,,Noun
hijackings,0,6,Noun,1,Noun,6,,,,,,Noun
hijacks,0,3,Noun,1,Noun,3,,,,,,Noun
hijinks,0,3,Noun,0.67,Noun.Verb,2.1,,,,,,Noun
hike,0,333,Noun,0.7,Noun.Verb,232.1,,,,,,Noun
hiked,0,19,Verb,1,Verb,19,,,,,,Noun
hiker,0,14,Noun,0.93,Noun.Name,13.1,,,,,,Noun
hikers,0,21,Noun,1,Noun,21,,,,,,Noun
hikes,0,17,Noun,1,Noun,17,,,,,,Noun
hiking,0,135,Verb,0.82,Verb.Noun.Adjective,111.23.1,,,,,,Noun
hilar,0,2,Adjective,1,Adjective,2,,,,,,Noun
hilarious,0,295,Adjective,1,Adjective,295,,,,,,Noun
hilariously,0,3,Adverb,1,Adverb,3,,,,,,Noun
hilarity,0,7,Noun,1,Noun,7,,,,,,Noun
hilary,0,259,Name,1,Name,259,,,,,,Noun
hilding,0,1,Verb,1,Verb,1,,,,,,Noun
hili,0,10,Noun,0.8,Noun.Name.Adjective,8.1.1,,,,,,Noun
hill,0,1915,Noun,0.81,Noun.Name,1552.363,,,,,,Noun
hillbillies,0,26,Noun,0.69,Noun.Name.Verb,18.6.2,,,,,,Noun
hillbilly,0,104,Adverb,0.61,Adverb.Adjective.Name,63.26.15,,,,,,Noun
hillcrest,0,15,Name,0.67,Name.Adjective,10.5,,,,,,Noun
hiller,0,24,Name,0.61,Name.Noun,14.9,,,,,,Noun
hillers,0,1,Noun,1,Noun,1,,,,,,Noun
hillier,0,1,Name,1,Name,1,,,,,,Noun
hillman,0,23,Name,0.61,Name.Noun,14.9,,,,,,Noun
hillo,0,1,Noun,1,Noun,1,,,,,,Noun
hillocks,0,1,Noun,1,Noun,1,,,,,,Noun
hills,0,1027,Noun,0.99,Noun.Name.Verb,1012.10.1,,,,,,Noun
hillside,0,62,Noun,0.98,Noun.Name,61.1,,,,,,Noun
hillsides,0,5,Noun,1,Noun,5,,,,,,Noun
hillsman,0,1,Name,1,Name,1,,,,,,Noun
hilltop,0,28,Noun,0.79,Noun.Name,22.6,,,,,,Noun
hilltops,0,3,Noun,1,Noun,3,,,,,,Noun
hilly,0,62,Adjective,1,Adjective,61,,,,,,Noun
hilt,0,28,Noun,1,Noun,28,,,,,,Noun
hilts,0,28,Noun,0.89,Noun.Name,25.3,,,,,,Noun
hilum,0,6,Noun,0.83,Noun.Name,5.1,,,,,,Noun
him,1,177710,Pronoun,1,Pronoun.Noun,176868.1,,,,,,Noun
himalayan,0,9,Adjective,1,Adjective,9,,,,,,Noun
himalayas,0,41,Name,1,Name,41,,,,,,Noun
hims,0,3,Noun,1,Noun,3,,,,,,Noun
himself,0,7168,Pronoun,1,Pronoun.Noun,7157.3,,,,,,Noun
hin,0,3,Noun,0.67,Noun.Name,2.1,,,,,,Noun
hinch,0,4,Verb,0.5,Verb.Name,2.2,,,,,,Noun
hind,0,125,Adjective,0.78,Adjective.Noun,97.28,,,,,,Noun
hinder,0,37,Verb,1,Verb,37,,,,,,Noun
hindered,0,14,Verb,1,Verb,14,,,,,,Noun
hindering,0,7,Verb,1,Verb,7,,,,,,Noun
hinders,0,2,Verb,1,Verb,2,,,,,,Noun
hindi,0,16,Name,0.44,Name.Adjective.Noun,7.6.3,,,,,,Noun
hindmost,0,3,Adjective,1,Adjective,3,,,,,,Noun
hindquarters,0,8,Noun,1,Noun,8,,,,,,Noun
hindrance,0,14,Noun,1,Noun,13,,,,,,Noun
hindrances,0,3,Noun,1,Noun,3,,,,,,Noun
hinds,0,3,Name,0.67,Name.Noun,2.1,,,,,,Noun
hindsight,0,46,Noun,1,Noun,46,,,,,,Noun
hindu,0,52,Adjective,0.96,Adjective.Noun,50.2,,,,,,Noun
hinduism,0,1,Noun,1,Noun,1,,,,,,Noun
hindus,0,20,Noun,1,Noun,20,,,,,,Noun
hindustan,0,1,Name,1,Name,1,,,,,,Noun
hindustani,0,5,Noun,0.6,Noun.Name,3.2,,,,,,Noun
hine,0,1,Name,0.97,Name.Noun,32.1,,,,,,Noun
hiney,0,11,Noun,0.82,Noun.Name,9.2,,,,,,Noun
hing,0,73,Verb,0.49,Verb.Name.Adjective,32.25.8,,,,,,Noun
hinge,0,29,Noun,1,Noun,29,,,,,,Noun
hinged,0,6,Verb,0.83,Verb.Adjective,5.1,,,,,,Noun
hinges,0,80,Noun,0.74,Noun.Verb,59.21,,,,,,Noun
hinging,0,2,Verb,1,Verb,2,,,,,,Noun
hingle,0,1,Noun,1,Noun,1,,,,,,Noun
hint,0,469,Noun,0.96,Noun.Verb,451.17,,,,,,Noun
hinted,0,27,Verb,1,Verb,27,,,,,,Noun
hinterland,0,2,Noun,1,Noun,2,,,,,,Noun
hinterlands,0,2,Noun,1,Noun,2,,,,,,Noun
hinting,0,38,Verb,1,Verb,38,,,,,,Noun
hints,0,83,Noun,0.84,Noun.Verb,70.13,,,,,,Noun
hip,0,786,Noun,0.86,Noun.Adjective.Name,673.111.2,,,,,,Noun
hipbone,0,2,Noun,1,Noun,2,,,,,,Noun
hipness,0,1,Noun,1,Noun,1,,,,,,Noun
hipped,0,6,Adjective,1,Adjective,6,,,,,,Noun
hipper,0,7,Noun,0.86,Noun.Adjective,6.1,,,,,,Noun
hippest,0,8,Adjective,1,Adjective,8,,,,,,Noun
hippie,0,139,Noun,0.96,Noun.Name,135.5,,,,,,Noun
hippies,0,67,Noun,1,Noun,67,,,,,,Noun
hippo,0,72,Noun,0.83,Noun.Name,59.12,,,,,,Noun
hippocampal,0,1,Adjective,1,Adjective,1,,,,,,Noun
hippocampus,0,3,Noun,1,Noun,3,,,,,,Noun
hippocrates,0,15,Name,0.67,Name.Noun,10.5,,,,,,Noun
hippocratic,0,18,Adjective,1,Adjective,18,,,,,,Noun
hippodrome,0,32,Name,0.81,Name.Noun,26.6,,,,,,Noun
hippolytus,0,1,Noun,1,Noun,1,,,,,,Noun
hippopotami,0,2,Noun,1,Noun,2,,,,,,Noun
hippopotamic,0,1,Adjective,1,Adjective,1,,,,,,Noun
hippopotamus,0,28,Noun,1,Noun,28,,,,,,Noun
hippopotamuses,0,2,Noun,1,Noun,2,,,,,,Noun
hippos,0,11,Noun,0.91,Noun.Name,10.1,,,,,,Noun
hippy,0,47,Noun,1,Noun,47,,,,,,Noun
hips,0,309,Noun,1,Noun,309,,,,,,Noun
hipster,0,12,Noun,0.92,Noun.Name,11.1,,,,,,Noun
hipsters,0,11,Noun,1,Noun,11,,,,,,Noun
hir,0,1,Noun,1,Noun,1,,,,,,Noun
hire,0,1302,Verb,0.93,Verb.Noun,1209.88,,,,,,Noun
hired,0,1683,Verb,0.89,Verb.Adjective,1499.183,,,,,,Noun
hireling,0,3,Noun,1,Noun,3,,,,,,Noun
hirelings,0,1,Noun,1,Noun,1,,,,,,Noun
hires,0,82,Verb,0.91,Verb.Noun,75.7,,,,,,Noun
hiring,0,279,Verb,0.8,Verb.Noun,222.57,,,,,,Noun
hiro,0,90,Name,1,Name,89,,,,,,Noun
hirondelle,0,2,Name,1,Name,2,,,,,,Noun
hiroshima,0,60,Name,1,Name,60,,,,,,Noun
hirst,0,2,Name,1,Name,2,,,,,,Noun
hirsute,0,5,Verb,0.6,Verb.Noun,3.2,,,,,,Noun
